% This file contains 9 sets of sanitized user data drawn from the
% command histories of 8 UNIX computer users at Purdue over the course
% of up to 2 years (USER0 and USER1 were generated by the same person,
% working on different platforms and different projects).  The data is
% drawn from tcsh(1) history files and has been parsed and sanitized to
% remove filenames, user names, directory structures, web addresses,
% host names, and other possibly identifying items.  Command names,
% flags, and shell metacharacters have been preserved.  Additionally,
% **SOF** and **EOF** tokens have been inserted at the start and end of
% shell sessions, respectively.  Sessions are concatenated by date order
% and tokens appear in the order issued within the shell session, but no
% timestamps are included in this data.  For example, the two sessions:
% 
%         # Start session 1
%         cd ~/private/docs
%         ls -laF | more
%         cat foo.txt bar.txt zorch.txt > somewhere
%         exit
%         # End session 1
% 
%         # Start session 2
%         cd ~/games/
%         xquake &
%         fg
%         vi scores.txt
%         mailx john_doe@somewhere.com
%         exit
%         # End session 2
% 
% would be represented by the token stream
% 
%         **SOF**
%         cd
%         <1>                     # one "file name" argument
%         ls
%         -laF
%         |
%         more
%         cat
%         <3>                     # three "file" arguments
%         >
%         <1>
%         exit
%         **EOF**
%         **SOF**
%         cd
%         <1>
%         xquake
%         &
%         fg
%         vi
%         <1>
%         mailx
%         <1>
%         exit
%         **EOF**
% 
% 
% This data is made available under conditions of anonymity for the
% contributing users and may be used for research purposes only.
% Summaries and research results employing this data may be published,
% but literal tokens or token sequences from the data may not be
% published except with express consent of the originators of the data.
% No portion of this data may be released with or included in a
% commercial product, nor may any portion of this data be sold or
% redistributed for profit or as part of of a profit-making endeavor.
% 
% Please direct any questions regarding this data to Terran Lane:
% terran@ecn.purdue.edu.
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation UNIX_user_data

@attribute history INTEGER
@attribute session STRING
@attribute user {USER0,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8}

@data
0065,'HCheckout cd <1> cd <1> cd <1> cd <1> ll head <1> cd <1> pwd cd <1> foreach foreach ll rm <1> foreach ll mv <2> mv <2> ll head <1> cd <1> cd <1> dir cd <1> cd <1> ll vi <1> HCheckout cd unalias <1> netscape & rlogin <1> HCheckout HCheckout cd <1> ll dir vi <1> cd <1> cd <1> ll hbuild <2> ll cat <1> rm -r <1> ll rm <1> cd rlogin <1>',USER4
0066,'elm logout',USER4
0067,'eject cd <1> ll cd <1> ll ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll vi <1> cd <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll vi <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll vi <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll vi <1> wc <1> grep <2> grep <2> ll cd <1> ll cd <1> ll cd <1> ll cd <1> cd <1> ll cd <1> cd <1> ll dir cd <1> ll vi <1> dir cd <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll',USER4
0068,'elm cd <1> cd <1> ll cd <1> pwd ll cd <1> pwd ll cd <1> ll cd <1> cd <1> ll cd <1> ll cd <1> ll cd elm finger <1> finger <1> | more logout',USER4
0069,'matlab logout',USER4
0070,'elm logout',USER4
0071,'cd <1> ll cp <2> vi <1> vi <1> vi <1> cd <1> ll cd <1> ll cd <1> ll cd <1> cd <1> ll du -k df -k man <1> cd cd <1> dir mkdir <3> ll cd <1> mkdir <2> cd <1> ll cd <1> copytree <2> rehash copytree <2> ll rehash copytree <2> ll copytree <2> ll rehash copytree <2> copytree <2> cd <1> ll cd <1> cd <1> cd <1> ll cd <1> ll cd <1> .. cd <1> ll cd <1> rm -rf <1> ll cd <1> ll pwd df -k pwd cd <1> ll cd <1> ll cd <1> ll ll cd <1> ll pwd ll mv <2> vi <1> ll HCopy -c <3> HCopy -C <3> head <1> HCopy -C <3> cat <1> head -15 <1> cp <2> ll mv <2> mv <2> mv <2> ll vi <1> HCopy -C <3> HCopy -C <3> HCopy -C <3> rm <1> ll pwd ll pwd cd <1> ll cd cd <1> ll ln -s <2> cd <1> flatten pwd time time date date time time <1> cd <1> cd <1> cd <1> cd <1> dir rm <1> cd echo <1> echo <1> cd <1> cd <1> cd <1> dir ll ll df -k pwd rm <1> ll rm <1> head <1> ll rm <1> ll ll play <1> play <1> head <1> ll play <1> play <1> play <1> play <1> ll play <1> cd rlogin <1> cd <1> cd <1> ll cd <1> ll play <1> play <1> play <1> play <1> cd <1> cd <1> cd <1> ll <1> play <1> ply <1> play <1> play <1> cd <1> cd <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll cp <2> rm <1> ll xlock ll rm <1> ll ll <1> cp <2> rm <1>',USER4
0072,'elm logout',USER4
0073,'xstart logout',USER4
0074,'elm logout',USER4
0075,'elm logout',USER4
0076,'who logout',USER4
0077,'xstart logout',USER4
0078,'matlab',USER4
0079,'netscape & xlock',USER4
0080,'elm',USER4
0081,'cd <1> cd <1> pwd cd <1> cd <1> md <1> cd <1> dir vi <1> dir cd <1> dir vi <1> md <1> cp <2> dir rm <1> cd <1> dir dir vi <1> dir cd <1> dir rm <1> cd <1> dir cd <1> md <1> md <1> rm -r <1> md <1> md <1> dir cd <1> dir vi <1> cd cd <1> cd <1> cd <1> dir rm <1> cd <1> rm <1> cd <1> rm <1> cd <1> rm <1> dir cd <1> dir vi <1> dir logout',USER4
0082,'xstart logout',USER4
0083,'dir cd <1> dir matlab',USER4
0084,'cd <1> dir cat <1> cd <1> dir cd <1> dir md <1> mv <2> dir cd <1> dir unzip <1> dir cd <1> dir cd <1> dir vi <1> dir head <1> vi <1> cp <3> cd <1> cd <1> dir cp <2> vi <1> dir cp <2> rm <1> cp <2> vi <1> xlock dir cp <2> mv <2> vi <1> xlock vi <1> xlock xlock dir cat <1> cd <1> dir vi <1> xlock netscape & xlock xlock finger <1> eeph <1>',USER4
0085,'elm elm',USER4
0086,'who cd <1> pwd dir cd <1> dir cd <1> dir cd <1> logout',USER4
0087,'cd <1> cd <1> dir cd <1> vi <1> cd <1> cd <1> cd <1> dir cd <1> cd <1> dir cd <1> dir vi <1> vi <1> dir rm <1> vi <1> dir cd <1> dir cd <1> dir recursive_lowerfile dir cd <1> dir cd <1> dir cd <1> dir recursive_lowerfile dir cd cd <1> dir vi <1> dir cd <1> dir vi <1> cd <1> vi <1> cd <1> dir cd <1> cd <1> dir cd <1> dir cd <1> cd <1> dir vi <1> dir logout',USER4
0088,'cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls <1> pwd xlock xlock netscape & xlock xlock xlock who cd <1> cd <1> cd <1> cd <1> ll cd rlogin -l <2> xlock xlock xlock xlock xlock xlock',USER4
0089,'elm',USER4
0090,'matlab dir cd <1> cd <1> cd <1> cd <1> dir ll pwd finger <1> eeph <1>',USER4
0091,'elm logout',USER4
0092,'elm logout',USER4
0093,'finger <1> eeph <1> ph <2> finger <1> cd <1> cd <1> dir cd <1> dir cd <1> dir rm -rf <1> cd <1> cd <1> dir emacs <1> & latex <1> latex <1> dvips <1> lp -dmsa15 <1> latex <1> latex <1> dvips <1> ghostview <1> & pwd vi <1> vi <1> cd xloc xlock cd <1> cd <1> cd cd <1> dir ln -s <2> dir mv <2> dir cd <1> cd <1> dir cd <1> dir cd <1> dir cd <1> dir <1> enscript -dmsa15 -2r <1> cd',USER4
0094,'cd <1> dir vi <1> dir cd netscape & cd <1> grep <2> cd <1> cd cd <1> cd <1> dir pwd cd matlab',USER4
0095,'elm elm cd <1> dir cd <1> quota quota -v',USER4
0096,'elm logout',USER4
0097,'elm logout',USER4
0098,'elm',USER4
0099,'cd <1> cd cd <1> ssinfo cd cd <1> ll vi <1> cd <1>',USER4
0100,'ssinfo alias <1> unalias <1> netscape & netscape & netscape & cd <1> cd <1> cd cd <1> ll emacs <1> &',USER4
0101,'elm du du -k clrcache logout',USER4
0102,'cd <1> dir cd <1> ll tail <1> cd <1> dir head <1> cat <1> dire dir cat <1> cat <1> vi <1> dir rm <2> head <1> rm <1> nohup <1> > & <1> & dir dir dir jobs ps -fu <1> ps -fu <1> dir cd <1> head <1> cat <1> cd <1> cat <1> head <1> logout',USER4
0103,'rlogin <1> rlogin <1>',USER4
0104,'logout',USER4
0105,'elm logout',USER4
0107,'elm logout',USER4
0108,'rsh -fu <2> rsh -fu <3> rlogin <1> rlogin <1> logout',USER4
0110,'elm logout',USER4
0111,'cd <1> cd <1> cd <1> dir wild -v <3> wild -v <3> wild <3> ll <1> mv <2> cd <1> dir cat <1> ll <1> head -100 <1> > <1> cat <1> ll <1> cp <2> dir cat <1> rm <1> rm <1> rm <1> vi <1> cat <1>',USER4
0112,'elm logout',USER4
0113,'cd <1> dir',USER4
0114,'rlogin <1>',USER4
0115,'elm cd <1> ll vi <1> cd <1> elm logout',USER4
0116,'elm logout',USER4
0117,'elm logout',USER4
0118,'elm logout',USER4
0119,'elm elm logout',USER4
0120,'who logout',USER4
0121,'elm xstart logout',USER4
0122,'elm logout',USER4
0123,'elm logout',USER4
0124,'elm logout',USER4
0125,'elm logout',USER4
0126,'cd <1> dir cd <1> dir cd <1> dir cd <1> dir cd <1> dir cd <1> dir head -20 <1> cd logout',USER4
0127,'xstart logout',USER4
0128,'cd <1> cd <1> dir cat <1> cd <1> pwd cd <1> dir cd <1> cd <1> dir cd <1> dir cd <1> dir cd <1> dir cd <1> dir cp <2> dir pwd cd <1> cd <1> vi <1> vi <1> vi <1> cd <1> cd <1> cd <1> cd <1> cd <1> dir cp <2> cd netscape &',USER4
0129,'elm',USER4
0130,'cd <1> cd <1> cd <1> dir matlab pwd lp -dmsa15 <1> lp -dmsa15 <1> lp -dmsa15 <1> vi <1> matlab pwd lp -dmsa15 <1> lp -dmsa15 <1> lp -dmsa15 <1> cd cd <1> cd <1> cd <1> cd <1> dir emacs <1> & xlock xlock matlab cd <1> vi <1> cd <1> dir latex <1> dir bibtex <1> bibtex <1> cd <1> dir cd <1> dir bibtex <1> bibtex <1> bibtex <1> latex <1> latex <1> dir cd <1> vi <1> cd <1> latex <1> cd <1> dir cd <1> cd <1> dir ll <1> ll <1> latex <1> vi <1> dir vi <1> rm <1> dir bibtex <1> dir bibtex <1> vi <1> latex <1> latex <1> dvips <1> ghostview <1>',USER4
0131,'w who logout',USER4
0132,'cd <1> dir test test cd cd <1> cd <1> xlock cd <1> cd <1> cd <1> cd <1> dir grep <2> cd <1> cd <1> dir cd <1> dir <1> dir cd <1> dir dir <1> rm <1> logout',USER4
0133,'w cd <1> dir dir <1> cp <2> rm <1> test logout',USER4
0134,'netscape & cd <1> cd <1> cd <1> ls ll matlab dir ll rm <1> quota -v cd <1> ls cd <1> ls md <1> cd <1> mv <4> ll cd <1> cd <1> cd <1> cd <1> cd <1> ls mv <4> ll rm <1> quota -v cd <1> cd <1> cd <1> pwd ls pwd ls xlock xlock xlock rlogin -l <2> xlock eeph <1> cd <1> cd <1> ls rlogin <1> netscape &',USER4
0135,'elm rsh -fu <3> rlogin <1> rsh -fu <3> elm logout',USER4
0136,'xlock rlogin -l <2> cd <1> cd <1> cd <1> ls ll vi <1> ll rm <1> ll ll xlock xlock rlogin -l <2> rlogin -l <2> xlock matlab rlogin -l <2> rlogin -l <2>',USER4
0137,'elm',USER4
0138,'cd <1> make make make man <1> man <1> man <1> man -a <1> man -a <1> man -a <1> man <1> man <1> man <1> < <1> man <1> man <1> man <1> man <1> man <1> man <1> 5 man -a <1> man <1> man <1> man <1> man <1> man <1> make man <1> man <1> make make make finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> logout',USER4
0139,'elm logout',USER4
0140,'w cd <1> cd <1> dir cd <1> jobs %1 jobs grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> dir <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> cd <1> ll rm <1> rm <1> ll rm <1> enscript -dmsa15 -2r <1> ll cd <1> ll ls -c1 <1> ll ls -c1 <4> > <1> ls -c1 <4> > <1> ls -c1 <4> > <1> ls -c1 <4> > <1> ls -c1 <4> > <1> ll foreach vi <1> ll foreach ll cd <1> foreach cd <1> ll cd <1> foreach cd <1> ll cd <1> foreach ll <1> ls <1> dir <1> cd <1> ll cd <1> foreach cd <1> ll cd <1> foreach dir cd <1> ll rm <1> ll cd <1> ll vi <1> enscript -dmsa15 -2r <1> vi <1> cd <1> ll ls -c1 <1> ls -c1 <1> ll diff ` ls <1> ` ` ls <1> ` ls <1> > <1> ls <1> > <1> vi <1> ll rm <2> cd <1> ll cd <1> ll ls <1> > <1> vi <1> ll ls <1> > <1> ls <1> > <1> ls <1> > <1> ls <1> > <1> cd <1> ls <1> > <1> ls <1> > <1> ls <1> > <1> ls <1> > <1> ls <1> > <1> vi <1> cd <1> ll diff <2> wc <1> wc <1> wc <1> wc <1> diff <2> cat <1> diff <2> diff <2> diff <2> wc <1> wc <1> ll cd <1> ll emacs <1> & ll cd <1> ll vi <1> ll grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> finger <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> grepall -i <1> ll cd <1> ll enscript -dmsa15 <1> cd cd <1> cd <1> ll emacs <1> & cd telnet <1> finger <1> finger <1> cd <1> cd <1> ll vi <1> ll vi <1> ll latex <1> cd <1> dir dir <1> dir vi <1> dir la | more dir la <2> la | more dir vi <1> cd cd <1> ll cd <1> ll setenv ll dvips <1> ghostview <1> & logout',USER4
0141,'cd <1> pwd',USER4
0142,'elm logout',USER4
0143,'elm motd elm openwin logout',USER4
0144,'elm cd <1> cd <1> cd <1> dir cd elm logout',USER4
0145,'elm logout',USER4
0146,'cd <1> ll cd <1> ll cd <1> ls cd <1> ll df -k cd <1> ls du -k cd <1> ll cd <1> cd <1> ll cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls ll vi <1> ls cd <1> cd <1> ls rm -rf <1> cd cd <1> df -k cd <1> pwd df -k cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd cd <1> ls cd <1> cd <1> recursive_lowerfile ls cd <1> cd <1> cd <1> ls cd <1> ls cd <1> ll ls vi <1> ls logout',USER4
0147,'elm elm elm logout',USER4
0148,'elm xstart logout',USER4
0149,'cd <1> w time <2> rehash time <2> play <1> ll makeflat <1> ll play <1> logout',USER4
0150,'elm logout',USER4
0152,'rsh -fu <3> cd <1> dir cat <1> dir cd <1> ll head <1> grep -c <2> cd <1> ll cat <1> elm logout',USER4
0153,'netscape & cd <1> cd <1> emacs <1> & cd <1> vi <1> cd <1> cp <2> cd <1> dir matlab cp <2> dir xlock dir <1> cp <2> cd <1> dir matlab dir rm <1> rm <1> lp -dmsa15 <1> lp -dmsa15 <1> lp -dmsa15 <1> emacs <1> & dir <1> mv <2> mv <2> mv <2> latex <1> latex <1> dvips <1> ghostview <1> & latex <1> dvips <1> lp -dmsa15 <1> cd vi <1> vi <1> dir',USER4
0154,'cd <1> cd <1> cd <1> dir cd <1> dir cd <1> ll <1> ll cd <1> dir cd <1> dir ll cd <1> ls cd <1> ls ll cd <1> ls cd <1> ls ll dir dir ll <1> cd <1> dir cd <1> dir cd <1> dir cd <1> dir ll <1> vi <1> ll <1> vi <1> pwd ll <1> cd cd <1> dir cd <1> dir ll <1> cat <1> dir foreach foreach rm <1> foreach vi <1> foreach vi <1> dir <1> cat <1> cat <1> xlock',USER4
0155,'elm elm',USER4
0156,'logout',USER4
0160,'elm logout',USER4
0161,'logout',USER4
0162,'elm logout',USER4
0163,'elm logout',USER4
0164,'cd <1> runit wc <1> rm <1> vi <1> logout',USER4
0165,'cd <1> ll cd <1> ll vi <1> ll cp <2> cd <1> eject <1> ll cd <1> eject eject logout',USER4
0166,'elm elm',USER4
0167,'cd <1> ll cp <2> emacs <1> & cd <1> ll cd <1> ll cd <1> ll grepall -c <1> grepall -c <1> ll grepall -i <1> grepall -i <1> > <1> head <1> grepall -i <1> > <1> rm <1> grepall -i <1> > <1> convert cd cd <1> ll cp <2> rm <1>',USER4
0168,'cd <1> who dir cp <2> cp <2> cp <2> rm <1> test enscript -dmsa15 -2r <1> enscript -dmsa15 -2r <1> rm <1> dir test dir test dir vi <1> vi <1> who dir rm <1> test w xlock HFree xlock',USER4
0169,'elm elm elm',USER4
0170,'netscape & unalias <1> netscape & w rlogin <1> cd <1> cd <1> ll pwd ll vi <1> rm <1> ll emacs <1> & vi <1> vi <1> mv <2> mv <2> vi <1> head <1> head <1> rm <1> vi <1> vi <1> ll latex <1> latex <1> latex <1> dvips <1> ghostview <1> & vi <1> ll emacs <1> rm <1> ll vi <1> ll emacs <1> &',USER4
0171,'elm rsh -fu <3> logout',USER4
0172,'HVite cd <1> test vi <1> test dir vi <1> dir cd <1> vi <1> lp -dmsa15 <1> ll <1> vi <1> dir rm <1> rlogin <1> rlogin <1>',USER4
0173,'cd <1> ll emacs <1> & xlock make make make make make make xlock make make make make who rlogin <1> netscape alias <1> netscape xlock xlock ci -l <1>',USER4
0174,'elm elm',USER4
0175,'netscape netscape unalias <1> netscape & cd <1> ll dir rsh -fu <3> cat <1> dir vi <1> vi <1> test vi <1> vi <1> vi <1> test vi <1> test vi <1> test vi <1> test vi <1> test rsh -fu <3> cd <1> ll cd <1> ll',USER4
0176,'elm logout',USER4
0177,'cd <1> cd <1> cd <1> mkdir <1> cd <1> pwd dir ls <1> | wc dir runall <2> dir vi <1> dir vi <1> dir cd xlock logout',USER4
0178,'elm logout',USER4
0179,'cd <1> cd <1> ll man <1> cd <1> ll cd <1> ll pwd cd <1> ll cd source <1> cd <1> cd <1> ll man <1> ll man <1> dir cd cd <1>',USER4
0181,'rsh -fu <3> logout',USER4
0182,'elm logout',USER4
0183,'cd <1> make make make biff <1> make make make make make make make make make w make make make logout',USER4
0184,'elm elm',USER4
0185,'xstart logout',USER4
0186,'elm logout',USER4
0187,'elm cd <1> ll vi <1> ll mv <2> ll vi <1> ll vi <1> cd elm elm',USER4
0188,'cd <1> ll wc <1> tail <1> ll cd <1> ll cd <1> ll cd <1> cd <1> ll rlogin <1> rlogin <1> rsh -fu <3> biff tail <1> tail <1> tail <1>',USER4
0189,'elm rsh -fu <3> logout',USER4
0190,'elm logout',USER4
0191,'elm logout',USER4
0192,'cd <1> cd <1> dir mv <4> cd cd <1> cd <1> test3 > & <1> & dir <1> dir <1> cat <1> dir <1> dir <1> dir <1> dir <1> logout',USER4
0193,'rlogin <1>',USER4
0195,'elm',USER4
0196,'xlock netscape & xlock xlock xlock xlock xlock xlock xlock xlock',USER4
0197,'elm logout',USER4
0198,'xstart logout',USER4
0199,'du -k cd <1> ls dir cd <1> cd <1> ls ll cd <1> clrcache & %1 quota -v du -k cd <1> cd <1> ls dir md <1> cd <1> ll mv <4> mv <4> cd <1> pwd cd <1> ln -s <2> ln -s <2> ln -s <2> cd <1> elm logout',USER4
0200,'elm logout',USER4
0201,'xstart exit',USER4
0202,'cd <1> cd <1> make cd <1> cd <1> dir grep <2> grep <2> grep <2> cd <1> vi <1> cd <1> dir rm <1> rm <1> rm <1> dir vi <1> cd <1> cd <1> make make make make make make make make make cd <1> cd <1> cd <1> cd <1> dir rm <1> logout',USER4
0203,'rlogin <1> rlogin <1> netscape &',USER4
0204,'xlock netscape & xlock matlab xlock rlogin <1> rlogin -l <2> xlock xlock xlock xlock xlock xlock',USER4
0205,'elm',USER4
0206,'rlogin <1> man -k <1> man <1> rlogin <1>',USER4
0207,'cd <1> cd <1> cd <1> cd <1> dir cd <1> cd <1> dir cd <1> dir vi <1> dir rm <1> cd <1> cd <1> dir <1> dir cd <1> dir runout <2> rehash runout <2> vi <1> dir <1> cp <2> vi <1> rm <1> runout <2> vi <1> dir <1> vi <1> dir rm <1> rm <1> rm <1> dir rm <1> runall <2> vi <1> sed <2> > <1> sed <1> > <1> rm <1> sed <1> > <1> rm <1> sed <2> > <1> vi <1> echo <1> sed <2> > <1> dir vi <1> rm <1> dir vi <1> sed <3> sed <2> > <1> dir <1> vi <1> dir <1> rm <2> mv <2> cd <1> vi <1> rm <1> dir <1> rm <1> runall <2> vi <1> sed <2> > <1> sed <2> > <1> vi <1> dir <1> rm <2> mv <2> cd <1> dir rm <1> ls <1> | wc dir rm <1> runall <2> vi <1> sed <2> > <1> sed <2> > <1> dir <1> vi <1> dir <1> rm <2> mv <2> cd <1> dir <1> sed <2> > <1> vi <1> dir <1> vi <1> dir <1> rm <1> mv <2> cd <1> sed <2> > <1> vi <1> rm <1> mv <2> cd <1> sed <2> > <1> vi <1> rm <1> mv <2> vi <1> cd <1> xlock tail -30 <1> vi <1> cd ls <1> cd <1> cd <1> cd <1> cd <1> ls <1> vi <1> cd <1> cd <1> cd <1> which <1> cd cd <1> ls ll <1> cd <1> cd <1> pwd cd <1> pwd cd <1> cat <1> ls <1> head -10 <1> grep <2> grep <2> dir <1> grep <2> > <1> vi <1> cat <1> head -10 <1> cat <1> cp <2> vi <1> cat <1> ls <2> test ls <1> vi <1> head <1> vi <1> head -2 <1> > <1> head -2 <1> > ! <1> rlogin <1>',USER4
0208,'elm elm xterm & elm elm xlock elm',USER4
0209,'cd <1> cd <1> ls cd <1> pwd cd <1> pwd cd <1> dir vi <1> pwd sed <1> ( 20newsgroups.sh CorelFeatures.sh JapaneseVowels.sh Makefile SyskillWebert.sh UNIX_user_data.sh auslan.sh auslan2.sh census-income.sh census1990.sh coil.sh covertype.sh eeg.sh el_nino.sh internet_usage.sh ipums.sh kddcup98.sh kddcup99.sh msweb.sh nsfabs.sh robotfailure.sh synthetic.sh synthetic_control.sh ) output > <1> emacs <1> & pwd dir dir <1> grep <2> cd <1> grep <2> grep <2> dir grep <2> vi <1> grep <2> grep <2> cd cd <1> vi <1> cp <2> cd <1> cat <1> dir cat <1> rm <1> runrec <1> vi <1> dir rm <1> runrec <1> vi <1> vi <1> rm <1> runrec <1> vi <1> cp <2> cd cd <1> ls cp <2> vi <1> cd <1> cd <1> ls cd <1> cd <1> cd <1> cd <1> head <1> echo <1> cd <1> dir rm <1> mv <2> vi <1> vi <1> runrec <1> vi <1> cp <2> dir rm <1> cd cd <1> cat <1> vi <1> vi <1> cd <1> cd <1> vi <1> diff <2> runrec <1> vi <1> cat <1> head -10 <1> diff <2> cd <1> cd <1> cd <1> ls <1> cd <1> dir cd <1> dir cat <1> cat <1> diff <2> diff <2> diff <2> dir vi <1> cd <1> dir vi <1> cat <1> dir cd <1> cd <1> cd <1> cd <1> pwd cd cd <1> vi <1> cd <1> dir cat <1> sed <2> echo <1> vi <1> vi <1> cd <1> cd <1> cd <1> ls vi <1> cd <1> cd <1> cat <1> vi <1> cat <1> netscape xlock cd <1> pwd cd <1> cd <1> cd <1> dir <1> vi <1> grep -i <2> cd <1> grep -i <2> grep -i <2> cd <1> grep -i <2> cd <1> sed <4> grep -i <2> sed <2> > <1> rm <1> sed <2> > <1> rm <1> mv <2> grep -i <2> vi <1> cd <1> vi <1> cd <1> grep -i <2> matlab cd xlock netscape & finger <1> xlock xlock xlock xlock cd <1> cd <1> cat <1> cd <1> dir countwgf <1> cd <1> cd <1> dir grep -i <2> grep -i <2> cd <1> dir <1> grep -i <2> grep -i <2> grep -i <2> xlock cd <1> cd <1> ls ll emacs <1> & head <1> cd <1> cd <1> cd <1> cd <1> cd <1> vi <1> vi <1> rlogin <1> rlogin <1> cd cd <1> emacs <1> & ls dvips <1> latex <1> latex <1> dvips <1> ghostview <1> ghostview <1> & latex <1> cd <1> cd <1> cd <1> cd <1> ls <1> mkdir <1> mkdir <1> mkdir <1> cd <1> pwd cd <1> latex <1> dvips <1> latex <1> dvips <1> latex <1> dvips <1> latex <1> dvips <1> ls mv <2> emacs <1> & xlock ls latex <1> dvips <1> ghostview <1> & latex <1> dvips <1> vi <1> cd <1> cd <1> cd <1> cd <1> pwd cd <1> pwd dir xlock finger <1> rlogin <1> cd <1> pwd dir cp <1> cp <2> dir <1> cd <1> cp <2> dir <1> cd <1> cp <2> dir <1> dir cd <1> dir ls head <1> dir cd <1> cd <1> dir cat <1> ping <1>',USER4
0210,'elm cd <1> dir dir <1> dir <1> diff <2> cd <1> cd <1> dir cd <1> dir cd <1> dir cd <1> mkdir <1> cd <1> cd <1> dir vi <1> HVite3 HVite3 | more cd <1> cd <1> cd <1> dir vi <1> cd <1> dir vi <1> vi <1> cat <1> test dir dir <2> dir <1> test | tee <1> dir cd <1> cd <1> cd <1> pwd cd <1> cd <1> pwd cd <1> mv <4> dir dir <1> wc <1> grep <2> | wc cd <1> cd <1> dir cd elm logout',USER4
